,title,gross_worldwide,movie_id,year,plot
351,The Fugitive,"$368,875,760",10623550,2020,"With the city in a state of panic and misinformation traveling at the speed of social media, Mike's life and family hang in the balance as he becomes - The Fugitive."
352,Jurassic Park III,"$368,780,809",0163025,2001,"A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.::Keith Simanton <keith@imdb.com>"
353,My Big Fat Greek Wedding,"$368,744,044",0259446,2002,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.::Anonymous
354,Die Hard with a Vengeance,"$366,236,538",0112864,1995,"John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.::rball4042"
355,Shazam!,"$365,971,656",0448115,2019,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.
356,The Nun,"$365,550,119",5814060,2018,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.
357,Alvin and the Chipmunks,"$365,352,546",0952640,2007,Three musical chipmunks are discovered by an aspiring songwriter and wants to become famous by using their amazing singing abilities.::Dynasti Noble
358,Home Alone 2: Lost in New York,"$365,154,932",0104431,1992,"One year after Kevin McCallister was left home alone and had to defeat a pair of bumbling burglars, he accidentally finds himself stranded in New York City - and the same criminals are not far behind.::David Rush"
359,Notting Hill,"$363,944,522",0125439,1999,The life of a simple bookshop owner changes when he meets the most famous film star in the world.::Anonymous
360,A Bug's Life,"$363,258,859",0120623,1998,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.::Kenneth Chisholm"
361,Night at the Museum: Secret of the Tomb,"$363,204,635",2692250,2014,"Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.::20th Century Fox"
362,Ocean's Twelve,"$362,744,280",0349903,2004,Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's Eleven (2001).::Anonymous
363,Planet of the Apes,"$362,211,740",0133152,2001,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.::emauger1"
364,The Hangover Part III,"$362,000,072",1951261,2013,"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run.::mystic80"
365,The World Is Not Enough,"$361,832,400",0143145,1999,"James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.::vsuperkuns"
366,Monster Hunt 2,"$361,682,618",6170484,2018,The story continues with Wuba after he parts way with his human parents Tian and Lan for his own journey. Peace has not been restored in the monster world after the death of the evil monster king.
367,Fast & Furious,"$360,364,265",0232500,2001,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.::rball4042; Car7
368,Noah,"$359,200,044",1959490,2014,Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.
369,The Karate Kid,"$359,126,022",0087538,1984,"A boy and his mother move to California for a new job. He struggles to fit in, as a group of karate students starts to bully him for dating a rich girl from their clique. It's up to the Japanese landlord, Miyagi, to teach him karate.::Anonymous"
370,Hotel Transylvania,"$358,375,603",0837562,2012,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter."
371,Minority Report,"$358,372,926",0181689,2002,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.::Skip4591"
372,Your Name.,"$357,986,087",5311514,2016,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?::Funimation"
373,Top Gun,"$356,830,601",0092099,1986,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.::Anonymous"
374,The Legend of Tarzan,"$356,700,357",0918940,2016,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.::Anonymous"
375,American Beauty,"$356,296,601",0169547,1999,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.::ahmetkozan
376,Spirited Away,"$355,467,056",0245429,2001,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.::Anonymous"
377,Apollo 13,"$355,237,933",0112384,1995,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.::rball4042 (edited by BeaconSky)
378,Rain Man,"$354,825,435",0095953,1988,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.::Jon Reeves <jreeves@imdb.com>
379,The Great Gatsby,"$353,641,895",1343092,2013,"A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby."
380,Dumbo,"$353,284,621",3861390,2019,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer."
381,"I, Robot","$353,133,898",0343818,2004,"In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.::I.M.D.B. Editors"
382,Basic Instinct,"$352,927,224",0103772,1992,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.::Alejandro Frias
383,Murder on the Orient Express,"$352,789,811",3402236,2017,"When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case."
384,X-Men: First Class,"$352,616,690",1270798,2011,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.::Moviedude346"
385,The Angry Birds Movie,"$352,333,929",1985949,2016,"When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.::Sony Pictures Entertainment"
386,GoldenEye,"$352,194,034",0113189,1995,"Years after a friend and fellow 00 agent is killed on a joint mission, a secret space based weapons program known as ""GoldenEye"" is stolen. James Bond sets out to stop a Russian crime syndicate from using the weapon.::vsuperkuns"
387,Catch Me If You Can,"$352,114,312",0264464,2002,"A seasoned FBI agent pursues Frank Abagnale Jr. who, before his 19th birthday, successfully forged millions of dollars' worth of checks while posing as a Pan Am pilot, a doctor, and a legal prosecutor.::ahmetkozan"
388,Now You See Me,"$351,723,989",1670345,2013,"An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money."
389,Hannibal,"$351,692,268",2243973,2013,"Explores the early relationship between renowned psychiatrist, Hannibal Lecter, and his patient, a young FBI criminal profiler, who is haunted by his ability to empathize with serial killers.::NBC"
390,The Mask,"$351,583,407",0110475,1994,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.::Rob Hartill
391,Peter Rabbit,"$351,266,433",5117670,2018,Feature adaptation of Beatrix Potter's classic tale of a rebellious rabbit trying to sneak into a farmer's vegetable garden.
392,Speed,"$350,448,145",0111257,1994,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.::Chris White
393,Dinosaur,"$349,822,765",0130623,2000,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.::Kenneth Chisholm
394,Mary Poppins Returns,"$349,545,966",5028340,2018,"A few decades after her original visit, Mary Poppins, the magical nanny, returns to help the Banks siblings and Michael's children through a difficult time in their lives.::Kenneth Chisholm"
395,Deep Impact,"$349,464,664",0120647,1998,"A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.::vsuperkuns"
396,The Lorax,"$348,840,316",1482459,2012,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.::Universal Pictures"
397,The Maze Runner,"$348,319,861",1790864,2014,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.::Anonymous"
